respondent_id,age_bin,gender,group_size,backpacking,training,fitness,footwear,pack_weight_bin,pack_weight_body_weight_bin,mi_day_bin,dificulty,whitney
3521687269,Under 30,Male,Group of 2+,Under 5,9 to 16,Above avg.,Hiking shoes,45 to 50,28 to 32%,14 to 16,Somewhat,Summited
3520176424,40 to 49,Male,Group of 2+,21 to 50,Under 2,Below avg.,Boots,55 and up,28 to 32%,10 to 12,Somewhat,Summited
3520095727,50 to 59,Male,Group of 2+,6 to 10,5 to 8,Average,Hiking shoes,55 and up,28 to 32%,10 to 12,Somewhat,Summited
3522185131,Under 30,Male,Group of 2+,Under 5,5 to 8,Below avg.,Boots,55 and up,28 to 32%,12 to 14,Fairly,Summited
3520175767,Under 30,Male,Group of 2+,Under 5,9 to 16,Average,"Vibrams, sandals, none",50 to 55,28 to 32%,12 to 14,Fairly,Summited
3661561219,Under 30,Female,Group of 2+,6 to 10,Over 16,Above avg.,Boots,30 to 35,28 to 32%,12 to 14,Very,Summited
3520237282,Under 30,Female,Group of 2+,21 to 50,Under 2,Below avg.,Trail runners,30 to 35,28 to 32%,12 to 14,Fairly,Summited
3542785292,40 to 49,Female,Group of 2+,Under 5,Over 16,Above avg.,Boots,40 to 45,28 to 32%,10 to 12,Minimally,Not planned
3520489404,40 to 49,Female,Solo,21 to 50,9 to 16,Above avg.,Boots,40 to 45,28 to 32%,10 to 12,Fairly,Summited
3521766642,50 to 59,Female,Group of 2+,51 to 100,5 to 8,Above avg.,Trail runners,40 to 45,28 to 32%,10 to 12,Somewhat,Summited
3528023127,Under 30,Female,Group of 2+,Under 5,9 to 16,Average,Trail runners,35 to 40,28 to 32%,14 to 16,Somewhat,Summited
3521423286,40 to 49,Female,Solo,11 to 20,5 to 8,Average,Trail runners,45 to 50,28 to 32%,10 to 12,Somewhat,Summited
3547754198,30 to 39,Female,Mix of group/solo,6 to 10,5 to 8,Above avg.,Trail runners,35 to 40,28 to 32%,16 to 18,Very,Summited
3534262431,50 to 59,Male,Group of 2+,Over 100,2 to 4,Below avg.,Boots,50 to 55,28 to 32%,Under 8,Not at all,Not planned
3520446217,Under 30,Female,Mix of group/solo,Under 5,5 to 8,Sig. above avg.,Hiking shoes,50 to 55,28 to 32%,12 to 14,Fairly,Summited
3520284372,60 and up,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Trail runners,35 to 40,28 to 32%,10 to 12,Somewhat,Summited
3527237221,50 to 59,Female,Group of 2+,51 to 100,5 to 8,Sig. above avg.,Trail runners,35 to 40,28 to 32%,16 to 18,Somewhat,Summited
3525898809,60 and up,Male,Group of 2+,6 to 10,9 to 16,Above avg.,Boots,55 and up,28 to 32%,10 to 12,Somewhat,Summited
3520447212,50 to 59,Male,Solo,21 to 50,9 to 16,Sig. above avg.,Trail runners,45 to 50,28 to 32%,14 to 16,Minimally,Summited
3571968713,50 to 59,Female,Group of 2+,6 to 10,5 to 8,Average,Boots,35 to 40,28 to 32%,12 to 14,Very,Attempted
3520303598,30 to 39,Female,Solo,21 to 50,5 to 8,Above avg.,Hiking shoes,35 to 40,28 to 32%,14 to 16,Minimally,Summited
3527043487,40 to 49,Female,Group of 2+,11 to 20,2 to 4,Below avg.,Boots,50 to 55,28 to 32%,Under 8,Death march,Not planned
3526825755,30 to 39,Female,Group of 2+,Over 100,5 to 8,Out of shape,Boots,55 and up,28 to 32%,Under 8,Somewhat,Attempted
3680288476,50 to 59,Female,Group of 2+,11 to 20,9 to 16,Sig. above avg.,Trail runners,35 to 40,28 to 32%,12 to 14,Somewhat,Summited
3545733947,40 to 49,Female,Group of 2+,Under 5,5 to 8,Average,Trail runners,45 to 50,28 to 32%,10 to 12,Fairly,Summited
3569274185,30 to 39,Female,Group of 2+,51 to 100,5 to 8,Average,Hiking shoes,40 to 45,28 to 32%,8 to 10,Somewhat,Summited
3520572395,40 to 49,Male,Group of 2+,11 to 20,5 to 8,Above avg.,Trail runners,45 to 50,28 to 32%,12 to 14,Fairly,Summited
3527174232,30 to 39,Male,Mix of group/solo,Over 100,Under 2,Below avg.,Boots,55 and up,28 to 32%,12 to 14,Minimally,Summited
3520251591,Under 30,Male,Group of 2+,21 to 50,5 to 8,Sig. above avg.,Boots,40 to 45,28 to 32%,10 to 12,Somewhat,Summited
3527243492,50 to 59,Female,Solo,6 to 10,9 to 16,Above avg.,Boots,40 to 45,28 to 32%,8 to 10,Somewhat,Attempted
3521593866,30 to 39,Female,Group of 2+,21 to 50,9 to 16,Above avg.,Boots,40 to 45,28 to 32%,12 to 14,Minimally,Summited
3563472193,40 to 49,Male,Solo,6 to 10,9 to 16,Average,Boots,45 to 50,28 to 32%,10 to 12,Somewhat,Attempted
3527181837,30 to 39,Female,Solo,11 to 20,9 to 16,Above avg.,Boots,45 to 50,28 to 32%,16 to 18,Fairly,Summited
3520061760,50 to 59,Female,Group of 2+,Over 100,Over 16,Above avg.,Boots,40 to 45,28 to 32%,10 to 12,Fairly,Not planned
3529748035,30 to 39,Female,Group of 2+,21 to 50,5 to 8,Average,Hiking shoes,30 to 35,28 to 32%,10 to 12,Very,Summited
3527542935,50 to 59,Female,Mix of group/solo,Under 5,5 to 8,Average,Trail runners,35 to 40,28 to 32%,12 to 14,Fairly,Summited
3544085034,Under 30,Female,Group of 2+,Under 5,2 to 4,Below avg.,Boots,40 to 45,28 to 32%,8 to 10,Very,Not planned
3532049279,60 and up,Male,Group of 2+,6 to 10,2 to 4,Above avg.,Boots,55 and up,28 to 32%,8 to 10,Somewhat,Summited
3550368747,Under 30,Female,Group of 2+,11 to 20,2 to 4,Below avg.,Boots,45 to 50,28 to 32%,10 to 12,Minimally,Not planned
3615716222,40 to 49,Female,Solo,Under 5,2 to 4,Average,Boots,35 to 40,28 to 32%,12 to 14,Minimally,Attempted
3615469919,40 to 49,Male,Group of 2+,51 to 100,Over 16,Above avg.,Hiking shoes,50 to 55,28 to 32%,8 to 10,Minimally,Summited
3551813834,50 to 59,Male,Group of 2+,51 to 100,5 to 8,Above avg.,Boots,55 and up,28 to 32%,14 to 16,Very,Summited
3670182503,Under 30,Female,Group of 2+,11 to 20,5 to 8,Above avg.,Hiking shoes,40 to 45,28 to 32%,10 to 12,Fairly,Attempted
3520129216,50 to 59,Male,Group of 2+,21 to 50,5 to 8,Average,Boots,50 to 55,28 to 32%,10 to 12,Somewhat,Summited
3520242463,Under 30,Male,Solo,51 to 100,Over 16,Above avg.,Boots,35 to 40,28 to 32%,18 to 20,Fairly,Summited
3520096961,30 to 39,Female,Group of 2+,21 to 50,9 to 16,Above avg.,Trail runners,45 to 50,28 to 32%,10 to 12,Very,Attempted
3616004467,Under 30,Female,Group of 2+,Under 5,5 to 8,Average,Boots,35 to 40,28 to 32%,12 to 14,Fairly,Summited
3546216844,Under 30,Female,Group of 2+,11 to 20,9 to 16,Average,Trail runners,35 to 40,28 to 32%,12 to 14,Somewhat,Summited
3661116256,50 to 59,Male,Solo,11 to 20,5 to 8,Above avg.,Boots,55 and up,28 to 32%,10 to 12,Somewhat,Summited
3527109184,50 to 59,Female,Group of 2+,Over 100,5 to 8,Above avg.,Boots,35 to 40,28 to 32%,8 to 10,Not at all,Not planned
3542556516,Under 30,Male,Group of 2+,21 to 50,Under 2,Average,Boots,55 and up,28 to 32%,8 to 10,Fairly,Summited
3521673164,Under 30,Male,Group of 2+,21 to 50,2 to 4,Average,Boots,50 to 55,28 to 32%,8 to 10,Fairly,Attempted
3519922422,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Average,Hiking shoes,50 to 55,28 to 32%,10 to 12,Fairly,Summited
3543266805,50 to 59,Male,Solo,Under 5,9 to 16,Sig. above avg.,Boots,55 and up,28 to 32%,8 to 10,Fairly,Attempted
3546487686,Under 30,Female,Group of 2+,11 to 20,5 to 8,Above avg.,Boots,40 to 45,28 to 32%,12 to 14,Fairly,Summited
3520369655,50 to 59,Female,Group of 2+,6 to 10,9 to 16,Sig. above avg.,Boots,40 to 45,28 to 32%,Under 8,Fairly,Not planned
3647189231,40 to 49,Male,Group of 2+,Under 5,5 to 8,Average,Boots,55 and up,28 to 32%,12 to 14,Fairly,Summited
3529313979,30 to 39,Female,Solo,11 to 20,2 to 4,Below avg.,Hiking shoes,35 to 40,28 to 32%,8 to 10,Fairly,Attempted
3673952684,30 to 39,Male,Group of 2+,21 to 50,5 to 8,Below avg.,Boots,45 to 50,28 to 32%,12 to 14,Somewhat,Attempted
3527363068,50 to 59,Female,Group of 2+,Over 100,2 to 4,Average,Hiking shoes,35 to 40,28 to 32%,8 to 10,Minimally,Summited
3521245848,50 to 59,Male,Solo,Over 100,5 to 8,Average,Boots,55 and up,28 to 32%,12 to 14,Fairly,Not planned
3520264486,40 to 49,Male,Group of 2+,Under 5,Under 2,Average,Trail runners,55 and up,28 to 32%,8 to 10,Somewhat,Attempted
3522713308,Under 30,Female,Group of 2+,6 to 10,5 to 8,Out of shape,Trail runners,45 to 50,32 to 36%,10 to 12,Very,Summited
3522147873,40 to 49,Male,Solo,21 to 50,5 to 8,Above avg.,Boots,55 and up,32 to 36%,14 to 16,Somewhat,Summited
3520120853,60 and up,Female,Group of 2+,6 to 10,Over 16,Above avg.,Boots,40 to 45,32 to 36%,8 to 10,Minimally,Attempted
3522134384,30 to 39,Male,Solo,51 to 100,9 to 16,Above avg.,Trail runners,50 to 55,32 to 36%,16 to 18,Fairly,Not planned
3527195187,50 to 59,Male,Group of 2+,Over 100,9 to 16,Sig. above avg.,Boots,55 and up,32 to 36%,12 to 14,Minimally,Attempted
3527074512,50 to 59,Female,Group of 2+,11 to 20,5 to 8,Above avg.,Trail runners,35 to 40,32 to 36%,12 to 14,Fairly,Summited
3521830794,Under 30,Male,Mix of group/solo,21 to 50,5 to 8,Above avg.,Boots,40 to 45,32 to 36%,12 to 14,Fairly,Summited
3520387133,50 to 59,Male,Mix of group/solo,Under 5,5 to 8,Above avg.,Boots,55 and up,32 to 36%,10 to 12,Somewhat,Summited
3674914255,Under 30,Female,Group of 2+,Under 5,9 to 16,Above avg.,Trail runners,40 to 45,32 to 36%,10 to 12,Somewhat,Not planned
3520340732,Under 30,Female,Solo,Under 5,2 to 4,Average,Boots,40 to 45,32 to 36%,10 to 12,Very,Attempted
3527611820,50 to 59,Male,Group of 2+,51 to 100,9 to 16,Above avg.,Hiking shoes,55 and up,32 to 36%,10 to 12,Fairly,Summited
3528102213,Under 30,Female,Group of 2+,6 to 10,9 to 16,Above avg.,Boots,45 to 50,32 to 36%,12 to 14,Fairly,Summited
3520953481,40 to 49,Female,Group of 2+,Over 100,9 to 16,Average,Boots,40 to 45,32 to 36%,12 to 14,Somewhat,Summited
3529115012,40 to 49,Male,Group of 2+,6 to 10,2 to 4,Average,Boots,50 to 55,32 to 36%,Under 8,Fairly,Not planned
3534094487,60 and up,Female,Group of 2+,51 to 100,9 to 16,Sig. above avg.,Boots,45 to 50,32 to 36%,10 to 12,Somewhat,Not planned
3524357628,30 to 39,Male,Group of 2+,6 to 10,Under 2,Average,Hiking shoes,55 and up,32 to 36%,10 to 12,Fairly,Summited
3524734893,Under 30,Male,Solo,21 to 50,2 to 4,Below avg.,Boots,55 and up,32 to 36%,12 to 14,Very,Attempted
3523013562,Under 30,Female,Solo,21 to 50,5 to 8,Above avg.,Boots,50 to 55,32 to 36%,14 to 16,Somewhat,Summited
3534099144,50 to 59,Male,Group of 2+,Under 5,9 to 16,Sig. above avg.,Boots,50 to 55,32 to 36%,8 to 10,Somewhat,Not planned
3521140717,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,50 to 55,32 to 36%,12 to 14,Fairly,Summited
3528085292,30 to 39,Female,Group of 2+,Under 5,5 to 8,Average,Boots,45 to 50,32 to 36%,8 to 10,Somewhat,Summited
3542556472,30 to 39,Female,Group of 2+,21 to 50,Under 2,Average,Boots,55 and up,32 to 36%,8 to 10,Fairly,Summited
3527072228,30 to 39,Female,Group of 2+,11 to 20,5 to 8,Above avg.,Boots,45 to 50,32 to 36%,14 to 16,Somewhat,Attempted
3522878767,Under 30,Female,Group of 2+,Over 100,Under 2,Average,Trail runners,55 and up,32 to 36%,12 to 14,Fairly,Summited
3527182633,Under 30,Female,Solo,21 to 50,5 to 8,Average,Hiking shoes,40 to 45,32 to 36%,10 to 12,Minimally,Summited
3524752008,50 to 59,Female,Group of 2+,6 to 10,9 to 16,Above avg.,Trail runners,40 to 45,32 to 36%,12 to 14,Somewhat,Summited
3627321600,Under 30,Female,Group of 2+,Under 5,5 to 8,Average,Boots,40 to 45,32 to 36%,10 to 12,Somewhat,Summited
3674399841,Under 30,Female,Group of 2+,11 to 20,5 to 8,Average,Boots,50 to 55,32 to 36%,12 to 14,Minimally,Summited
3522344823,Under 30,Female,Group of 2+,Under 5,9 to 16,Average,Boots,45 to 50,32 to 36%,10 to 12,Somewhat,Summited
3520534725,50 to 59,Male,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,50 to 55,32 to 36%,12 to 14,Very,Summited
3523479746,Under 30,Male,Group of 2+,21 to 50,Over 16,Above avg.,Boots,55 and up,32 to 36%,10 to 12,Fairly,Summited
3524060276,Under 30,Male,Group of 2+,11 to 20,9 to 16,Sig. above avg.,Hiking shoes,45 to 50,32 to 36%,10 to 12,Fairly,Summited
3520133951,Under 30,Female,Group of 2+,6 to 10,9 to 16,Above avg.,Boots,40 to 45,32 to 36%,14 to 16,Fairly,Summited
3520040948,30 to 39,Female,Group of 2+,21 to 50,Over 16,Above avg.,Boots,55 and up,32 to 36%,16 to 18,Somewhat,Summited
3667049248,40 to 49,Female,Group of 2+,Under 5,5 to 8,Above avg.,Boots,45 to 50,32 to 36%,12 to 14,Minimally,Summited
3680334912,30 to 39,Female,Group of 2+,Under 5,9 to 16,Above avg.,Boots,40 to 45,32 to 36%,12 to 14,Fairly,Summited
3554578444,40 to 49,Female,Solo,21 to 50,9 to 16,Average,Boots,45 to 50,32 to 36%,12 to 14,Minimally,Summited
3521744499,30 to 39,Female,Group of 2+,Under 5,9 to 16,Above avg.,Trail runners,40 to 45,32 to 36%,8 to 10,Very,Not planned
3527985780,Under 30,Female,Mix of group/solo,21 to 50,5 to 8,Above avg.,Hiking shoes,45 to 50,32 to 36%,10 to 12,Somewhat,Not planned
3521746301,Under 30,Female,Group of 2+,6 to 10,9 to 16,Average,Boots,50 to 55,32 to 36%,10 to 12,Minimally,Summited
3527146564,30 to 39,Female,Solo,Under 5,5 to 8,Above avg.,Hiking shoes,45 to 50,36% and up,12 to 14,Very,Summited
3521463994,Under 30,Female,Group of 2+,11 to 20,9 to 16,Above avg.,Trail runners,45 to 50,36% and up,10 to 12,Somewhat,Summited
3539780895,Under 30,Male,Group of 2+,51 to 100,5 to 8,Above avg.,Hiking shoes,50 to 55,36% and up,14 to 16,Somewhat,Summited
3572175663,Under 30,Female,Group of 2+,51 to 100,9 to 16,Above avg.,Boots,45 to 50,36% and up,10 to 12,Somewhat,Summited
3615847635,50 to 59,Male,Solo,11 to 20,5 to 8,Above avg.,Boots,55 and up,36% and up,8 to 10,Somewhat,Summited
3542830525,60 and up,Male,Solo,51 to 100,9 to 16,Above avg.,Trail runners,55 and up,36% and up,10 to 12,Minimally,Not planned
3532611735,Under 30,Female,Group of 2+,Under 5,2 to 4,Average,Boots,40 to 45,36% and up,12 to 14,Fairly,Summited
3519905121,Under 30,Female,Mix of group/solo,21 to 50,2 to 4,Average,Boots,50 to 55,36% and up,12 to 14,Fairly,Attempted
3544084393,30 to 39,Female,Solo,21 to 50,2 to 4,Below avg.,Trail runners,50 to 55,36% and up,16 to 18,Very,Not planned
3542640477,Under 30,Female,Group of 2+,6 to 10,2 to 4,Average,Boots,55 and up,36% and up,12 to 14,Somewhat,Summited
3528505574,40 to 49,Female,Group of 2+,Under 5,9 to 16,Above avg.,Hiking shoes,55 and up,36% and up,10 to 12,Fairly,Attempted
3530540622,30 to 39,Male,Group of 2+,21 to 50,Under 2,Average,Boots,55 and up,36% and up,14 to 16,Death march,Summited
3528798995,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,50 to 55,36% and up,8 to 10,Somewhat,Summited
3520141752,40 to 49,Male,Mix of group/solo,11 to 20,Over 16,Average,Boots,45 to 50,36% and up,18 to 20,Somewhat,Summited
3543144190,50 to 59,Male,Solo,Over 100,5 to 8,Below avg.,Boots,55 and up,36% and up,10 to 12,Fairly,Not planned
3520108702,Under 30,Male,Solo,11 to 20,5 to 8,Below avg.,Hiking shoes,55 and up,36% and up,10 to 12,Fairly,Summited
3520086985,Under 30,Male,Group of 2+,6 to 10,2 to 4,Above avg.,Boots,55 and up,36% and up,14 to 16,Somewhat,Summited
3540552912,50 to 59,Male,Mix of group/solo,21 to 50,2 to 4,Average,Boots,55 and up,36% and up,14 to 16,Minimally,Summited
3521530478,30 to 39,Male,Group of 2+,21 to 50,Under 2,Below avg.,Boots,55 and up,36% and up,12 to 14,Somewhat,Summited
3524927985,Under 30,Female,Group of 2+,21 to 50,9 to 16,Average,Boots,55 and up,36% and up,8 to 10,Very,Summited
3570828320,Under 30,Male,Group of 2+,51 to 100,Over 16,Sig. above avg.,Trail runners,55 and up,36% and up,14 to 16,Fairly,Summited
3520690640,Under 30,Male,Solo,21 to 50,Under 2,Average,Hiking shoes,55 and up,36% and up,20 and up,Fairly,Summited
3529920016,Under 30,Female,Group of 2+,11 to 20,9 to 16,Average,Boots,40 to 45,36% and up,12 to 14,Very,Summited
3528189175,Under 30,Female,Group of 2+,21 to 50,9 to 16,Average,Trail runners,40 to 45,36% and up,10 to 12,Fairly,Summited
3529087946,Under 30,Female,Group of 2+,51 to 100,2 to 4,Average,Boots,45 to 50,36% and up,10 to 12,Minimally,Not planned
3520311322,Under 30,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,45 to 50,36% and up,12 to 14,Fairly,Not planned
3570790117,30 to 39,Male,Group of 2+,11 to 20,5 to 8,Above avg.,Trail runners,55 and up,36% and up,12 to 14,Minimally,Summited
3519935071,Under 30,Female,Group of 2+,Under 5,5 to 8,Below avg.,Boots,45 to 50,36% and up,12 to 14,Very,Summited
3524377857,Under 30,Female,Group of 2+,21 to 50,Over 16,Sig. above avg.,Boots,40 to 45,36% and up,Under 8,Somewhat,Not planned
3669805546,Under 30,Male,Group of 2+,6 to 10,Under 2,Below avg.,Boots,55 and up,36% and up,12 to 14,Somewhat,Summited
3668445792,30 to 39,Male,Solo,6 to 10,Over 16,Average,Trail runners,55 and up,36% and up,12 to 14,Fairly,Not planned
3674296794,Under 30,Female,Group of 2+,21 to 50,9 to 16,Average,Trail runners,55 and up,36% and up,8 to 10,Minimally,Summited
3527048923,30 to 39,Female,Mix of group/solo,21 to 50,5 to 8,Average,Hiking shoes,55 and up,36% and up,8 to 10,Fairly,Summited
3527947561,Under 30,Male,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,55 and up,36% and up,12 to 14,Somewhat,Summited
